cell_type	sample	estimate	method	status
Sebocytes	TCGA-BJ-A0ZB-01	0.0203501316971873	xcell	formal_relative_enrichment
Skeletal muscle	TCGA-BJ-A0ZB-01	0.000626316904499213	xcell	formal_relative_enrichment
Smooth muscle	TCGA-BJ-A0ZB-01	0.197422566987387	xcell	formal_relative_enrichment
Tgd cells	TCGA-BJ-A0ZB-01	0	xcell	formal_relative_enrichment
Th1 cells	TCGA-BJ-A0ZB-01	0.0188923801611811	xcell	formal_relative_enrichment
Th2 cells	TCGA-BJ-A0ZB-01	0.00777748027035596	xcell	formal_relative_enrichment
Tregs	TCGA-BJ-A0ZB-01	0	xcell	formal_relative_enrichment
aDC	TCGA-BJ-A0ZB-01	0.00945068600024473	xcell	formal_relative_enrichment
cDC	TCGA-BJ-A0ZB-01	0.00144085502000899	xcell	formal_relative_enrichment
iDC	TCGA-BJ-A0ZB-01	0.0165586516186688	xcell	formal_relative_enrichment
ly Endothelial cells	TCGA-BJ-A0ZB-01	0.027113226781725	xcell	formal_relative_enrichment
mv Endothelial cells	TCGA-BJ-A0ZB-01	0.0346390785303869	xcell	formal_relative_enrichment
naive B-cells	TCGA-BJ-A0ZB-01	0	xcell	formal_relative_enrichment
pDC	TCGA-BJ-A0ZB-01	7.37182712031439e-18	xcell	formal_relative_enrichment
pro B-cells	TCGA-BJ-A0ZB-01	0	xcell	formal_relative_enrichment
ImmuneScore	TCGA-BJ-A0ZB-01	0.0293806668682083	xcell	formal_relative_enrichment
StromaScore	TCGA-BJ-A0ZB-01	0.0412194862209084	xcell	formal_relative_enrichment
MicroenvironmentScore	TCGA-BJ-A0ZB-01	0.0706001530891167	xcell	formal_relative_enrichment
Adipocytes	TCGA-EL-A3T0-01	0.00126970346102961	xcell	formal_relative_enrichment
Astrocytes	TCGA-EL-A3T0-01	0.0845039345526372	xcell	formal_relative_enrichment
B-cells	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
Basophils	TCGA-EL-A3T0-01	5.20950844726673e-19	xcell	formal_relative_enrichment
CD4+ T-cells	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
CD4+ Tcm	TCGA-EL-A3T0-01	0.0175047824619824	xcell	formal_relative_enrichment
CD4+ Tem	TCGA-EL-A3T0-01	2.09359475246123e-17	xcell	formal_relative_enrichment
CD4+ memory T-cells	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
CD4+ naive T-cells	TCGA-EL-A3T0-01	5.44763269395472e-18	xcell	formal_relative_enrichment
CD8+ T-cells	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
CD8+ Tcm	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
CD8+ Tem	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
CD8+ naive T-cells	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
CLP	TCGA-EL-A3T0-01	0.00539967714981773	xcell	formal_relative_enrichment
CMP	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
Chondrocytes	TCGA-EL-A3T0-01	0.100058107983039	xcell	formal_relative_enrichment
Class-switched memory B-cells	TCGA-EL-A3T0-01	1.39278286296108e-18	xcell	formal_relative_enrichment
DC	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
Endothelial cells	TCGA-EL-A3T0-01	0.287091485343406	xcell	formal_relative_enrichment
Eosinophils	TCGA-EL-A3T0-01	0.0271479701706927	xcell	formal_relative_enrichment
Epithelial cells	TCGA-EL-A3T0-01	0.128597362573665	xcell	formal_relative_enrichment
Erythrocytes	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
Fibroblasts	TCGA-EL-A3T0-01	0.132113981309265	xcell	formal_relative_enrichment
GMP	TCGA-EL-A3T0-01	0.00635947948428115	xcell	formal_relative_enrichment
HSC	TCGA-EL-A3T0-01	0.676081062683752	xcell	formal_relative_enrichment
Hepatocytes	TCGA-EL-A3T0-01	0.00548687044215933	xcell	formal_relative_enrichment
Keratinocytes	TCGA-EL-A3T0-01	0.0166991911566681	xcell	formal_relative_enrichment
MEP	TCGA-EL-A3T0-01	0.00958414967831845	xcell	formal_relative_enrichment
MPP	TCGA-EL-A3T0-01	6.46359060175127e-19	xcell	formal_relative_enrichment
MSC	TCGA-EL-A3T0-01	6.93419458080102e-19	xcell	formal_relative_enrichment
Macrophages	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
Macrophages M1	TCGA-EL-A3T0-01	0.0122971508221824	xcell	formal_relative_enrichment
Macrophages M2	TCGA-EL-A3T0-01	0.00221141489337019	xcell	formal_relative_enrichment
Mast cells	TCGA-EL-A3T0-01	0.00432647260053328	xcell	formal_relative_enrichment
Megakaryocytes	TCGA-EL-A3T0-01	0.0314887500274567	xcell	formal_relative_enrichment
Melanocytes	TCGA-EL-A3T0-01	0.00504616292208288	xcell	formal_relative_enrichment
Memory B-cells	TCGA-EL-A3T0-01	2.74065742075279e-17	xcell	formal_relative_enrichment
Mesangial cells	TCGA-EL-A3T0-01	0.0465610003851128	xcell	formal_relative_enrichment
Monocytes	TCGA-EL-A3T0-01	3.59089303678357e-17	xcell	formal_relative_enrichment
Myocytes	TCGA-EL-A3T0-01	0.0166617705114487	xcell	formal_relative_enrichment
NK cells	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
NKT	TCGA-EL-A3T0-01	0.0462097950361883	xcell	formal_relative_enrichment
Neurons	TCGA-EL-A3T0-01	0.00561790038461086	xcell	formal_relative_enrichment
Neutrophils	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
Osteoblast	TCGA-EL-A3T0-01	1.44632019692225e-18	xcell	formal_relative_enrichment
Pericytes	TCGA-EL-A3T0-01	0.0963626722140925	xcell	formal_relative_enrichment
Plasma cells	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
Platelets	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
Preadipocytes	TCGA-EL-A3T0-01	0.074240284159953	xcell	formal_relative_enrichment
Sebocytes	TCGA-EL-A3T0-01	0.00139212829944283	xcell	formal_relative_enrichment
Skeletal muscle	TCGA-EL-A3T0-01	0.000537611791793777	xcell	formal_relative_enrichment
Smooth muscle	TCGA-EL-A3T0-01	0.153108153530581	xcell	formal_relative_enrichment
Tgd cells	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
Th1 cells	TCGA-EL-A3T0-01	2.59605882838823e-18	xcell	formal_relative_enrichment
Th2 cells	TCGA-EL-A3T0-01	0.00180982599004964	xcell	formal_relative_enrichment
Tregs	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
aDC	TCGA-EL-A3T0-01	0.0841214527050598	xcell	formal_relative_enrichment
cDC	TCGA-EL-A3T0-01	0.0369909402030185	xcell	formal_relative_enrichment
iDC	TCGA-EL-A3T0-01	0.0721835270549801	xcell	formal_relative_enrichment
ly Endothelial cells	TCGA-EL-A3T0-01	0.174719136393399	xcell	formal_relative_enrichment
mv Endothelial cells	TCGA-EL-A3T0-01	0.166432633492612	xcell	formal_relative_enrichment
naive B-cells	TCGA-EL-A3T0-01	5.31586439388758e-18	xcell	formal_relative_enrichment
pDC	TCGA-EL-A3T0-01	0	xcell	formal_relative_enrichment
pro B-cells	TCGA-EL-A3T0-01	1.37511765146082e-17	xcell	formal_relative_enrichment
ImmuneScore	TCGA-EL-A3T0-01	0.020982961847484	xcell	formal_relative_enrichment
StromaScore	TCGA-EL-A3T0-01	0.21023758505685	xcell	formal_relative_enrichment
MicroenvironmentScore	TCGA-EL-A3T0-01	0.231220546904334	xcell	formal_relative_enrichment
Adipocytes	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Astrocytes	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
B-cells	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Basophils	TCGA-EL-A3H1-01	0.0615687121247957	xcell	formal_relative_enrichment
CD4+ T-cells	TCGA-EL-A3H1-01	4.63052358459306e-19	xcell	formal_relative_enrichment
CD4+ Tcm	TCGA-EL-A3H1-01	1.02535718204488e-21	xcell	formal_relative_enrichment
CD4+ Tem	TCGA-EL-A3H1-01	8.86434657391988e-18	xcell	formal_relative_enrichment
CD4+ memory T-cells	TCGA-EL-A3H1-01	2.0931846792821e-18	xcell	formal_relative_enrichment
CD4+ naive T-cells	TCGA-EL-A3H1-01	1.49909947754323e-17	xcell	formal_relative_enrichment
CD8+ T-cells	TCGA-EL-A3H1-01	4.00828493515279e-18	xcell	formal_relative_enrichment
CD8+ Tcm	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
CD8+ Tem	TCGA-EL-A3H1-01	1.07390955148463e-17	xcell	formal_relative_enrichment
CD8+ naive T-cells	TCGA-EL-A3H1-01	0.000206473231515926	xcell	formal_relative_enrichment
CLP	TCGA-EL-A3H1-01	0.0116149158975864	xcell	formal_relative_enrichment
CMP	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Chondrocytes	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Class-switched memory B-cells	TCGA-EL-A3H1-01	1.00203653209621e-17	xcell	formal_relative_enrichment
DC	TCGA-EL-A3H1-01	2.70644392139257e-19	xcell	formal_relative_enrichment
Endothelial cells	TCGA-EL-A3H1-01	0.225099793416991	xcell	formal_relative_enrichment
Eosinophils	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Epithelial cells	TCGA-EL-A3H1-01	0.072138154448527	xcell	formal_relative_enrichment
Erythrocytes	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Fibroblasts	TCGA-EL-A3H1-01	0.0235130645976248	xcell	formal_relative_enrichment
GMP	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
HSC	TCGA-EL-A3H1-01	0.455269301526207	xcell	formal_relative_enrichment
Hepatocytes	TCGA-EL-A3H1-01	0.0058720894244182	xcell	formal_relative_enrichment
Keratinocytes	TCGA-EL-A3H1-01	0.0142277956226265	xcell	formal_relative_enrichment
MEP	TCGA-EL-A3H1-01	0.0246110625477988	xcell	formal_relative_enrichment
MPP	TCGA-EL-A3H1-01	6.12148593399734e-19	xcell	formal_relative_enrichment
MSC	TCGA-EL-A3H1-01	1.47842566152141e-18	xcell	formal_relative_enrichment
Macrophages	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Macrophages M1	TCGA-EL-A3H1-01	0.00390747828017751	xcell	formal_relative_enrichment
Macrophages M2	TCGA-EL-A3H1-01	0.00374222782372409	xcell	formal_relative_enrichment
Mast cells	TCGA-EL-A3H1-01	0.0144949628643519	xcell	formal_relative_enrichment
Megakaryocytes	TCGA-EL-A3H1-01	0.00397768283056404	xcell	formal_relative_enrichment
Melanocytes	TCGA-EL-A3H1-01	9.82923502750123e-20	xcell	formal_relative_enrichment
Memory B-cells	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Mesangial cells	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Monocytes	TCGA-EL-A3H1-01	1.1693205053995e-17	xcell	formal_relative_enrichment
Myocytes	TCGA-EL-A3H1-01	0.0124535744540861	xcell	formal_relative_enrichment
NK cells	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
NKT	TCGA-EL-A3H1-01	0.0386800029082278	xcell	formal_relative_enrichment
Neurons	TCGA-EL-A3H1-01	0.00124480261097443	xcell	formal_relative_enrichment
Neutrophils	TCGA-EL-A3H1-01	6.3296423213113e-19	xcell	formal_relative_enrichment
Osteoblast	TCGA-EL-A3H1-01	0.0681385511299805	xcell	formal_relative_enrichment
Pericytes	TCGA-EL-A3H1-01	0.107763549240914	xcell	formal_relative_enrichment
Plasma cells	TCGA-EL-A3H1-01	0.0157833887354167	xcell	formal_relative_enrichment
Platelets	TCGA-EL-A3H1-01	9.37048081043128e-19	xcell	formal_relative_enrichment
Preadipocytes	TCGA-EL-A3H1-01	0.055664680163568	xcell	formal_relative_enrichment
Sebocytes	TCGA-EL-A3H1-01	0.00319682690645474	xcell	formal_relative_enrichment
Skeletal muscle	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Smooth muscle	TCGA-EL-A3H1-01	0.273036691351058	xcell	formal_relative_enrichment
Tgd cells	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
Th1 cells	TCGA-EL-A3H1-01	0.0241926067919758	xcell	formal_relative_enrichment
Th2 cells	TCGA-EL-A3H1-01	0.015166851805637	xcell	formal_relative_enrichment
Tregs	TCGA-EL-A3H1-01	1.0050666590523e-18	xcell	formal_relative_enrichment
aDC	TCGA-EL-A3H1-01	0.01110702982107	xcell	formal_relative_enrichment
cDC	TCGA-EL-A3H1-01	0.0312003016331441	xcell	formal_relative_enrichment
iDC	TCGA-EL-A3H1-01	0.00884559185179805	xcell	formal_relative_enrichment
ly Endothelial cells	TCGA-EL-A3H1-01	0.08224254205397	xcell	formal_relative_enrichment
mv Endothelial cells	TCGA-EL-A3H1-01	0.126856126015173	xcell	formal_relative_enrichment
naive B-cells	TCGA-EL-A3H1-01	1.07821569863905e-18	xcell	formal_relative_enrichment
pDC	TCGA-EL-A3H1-01	0	xcell	formal_relative_enrichment
pro B-cells	TCGA-EL-A3H1-01	4.37624152126152e-17	xcell	formal_relative_enrichment
ImmuneScore	TCGA-EL-A3H1-01	0.00966330857623458	xcell	formal_relative_enrichment
StromaScore	TCGA-EL-A3H1-01	0.124306429007308	xcell	formal_relative_enrichment
MicroenvironmentScore	TCGA-EL-A3H1-01	0.133969737583543	xcell	formal_relative_enrichment
Adipocytes	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
Astrocytes	TCGA-EL-A3D5-01	1.53631549272077e-18	xcell	formal_relative_enrichment
B-cells	TCGA-EL-A3D5-01	1.17239352181658e-17	xcell	formal_relative_enrichment
Basophils	TCGA-EL-A3D5-01	1.50009045700527e-05	xcell	formal_relative_enrichment
CD4+ T-cells	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
CD4+ Tcm	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
CD4+ Tem	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
CD4+ memory T-cells	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
CD4+ naive T-cells	TCGA-EL-A3D5-01	1.34376953785038e-17	xcell	formal_relative_enrichment
CD8+ T-cells	TCGA-EL-A3D5-01	6.3009960572017e-20	xcell	formal_relative_enrichment
CD8+ Tcm	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
CD8+ Tem	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
CD8+ naive T-cells	TCGA-EL-A3D5-01	0.00641017336196498	xcell	formal_relative_enrichment
CLP	TCGA-EL-A3D5-01	0.0322379368690552	xcell	formal_relative_enrichment
CMP	TCGA-EL-A3D5-01	9.01677248279639e-19	xcell	formal_relative_enrichment
Chondrocytes	TCGA-EL-A3D5-01	3.19756395252946e-18	xcell	formal_relative_enrichment
Class-switched memory B-cells	TCGA-EL-A3D5-01	2.93945325998206e-18	xcell	formal_relative_enrichment
DC	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
Endothelial cells	TCGA-EL-A3D5-01	0.229940890010395	xcell	formal_relative_enrichment
Eosinophils	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
Epithelial cells	TCGA-EL-A3D5-01	0.0765074569585634	xcell	formal_relative_enrichment
Erythrocytes	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
Fibroblasts	TCGA-EL-A3D5-01	2.61093455708579e-18	xcell	formal_relative_enrichment
GMP	TCGA-EL-A3D5-01	8.94608723823957e-18	xcell	formal_relative_enrichment
HSC	TCGA-EL-A3D5-01	0.419943440590998	xcell	formal_relative_enrichment
Hepatocytes	TCGA-EL-A3D5-01	0.000971127257981185	xcell	formal_relative_enrichment
Keratinocytes	TCGA-EL-A3D5-01	0.0118911539344537	xcell	formal_relative_enrichment
MEP	TCGA-EL-A3D5-01	0.0342375437262074	xcell	formal_relative_enrichment
MPP	TCGA-EL-A3D5-01	8.94482064286023e-20	xcell	formal_relative_enrichment
MSC	TCGA-EL-A3D5-01	0.0687268549958401	xcell	formal_relative_enrichment
Macrophages	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
Macrophages M1	TCGA-EL-A3D5-01	0.00402893204638071	xcell	formal_relative_enrichment
Macrophages M2	TCGA-EL-A3D5-01	0.0118169458817819	xcell	formal_relative_enrichment
Mast cells	TCGA-EL-A3D5-01	0.0181004196483674	xcell	formal_relative_enrichment
Megakaryocytes	TCGA-EL-A3D5-01	0.00743704719938904	xcell	formal_relative_enrichment
Melanocytes	TCGA-EL-A3D5-01	0.00214292300758145	xcell	formal_relative_enrichment
Memory B-cells	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
Mesangial cells	TCGA-EL-A3D5-01	0.00461487393006125	xcell	formal_relative_enrichment
Monocytes	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
Myocytes	TCGA-EL-A3D5-01	0.00654426907459652	xcell	formal_relative_enrichment
NK cells	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
NKT	TCGA-EL-A3D5-01	0.101093842307556	xcell	formal_relative_enrichment
Neurons	TCGA-EL-A3D5-01	0.00456281717940172	xcell	formal_relative_enrichment
Neutrophils	TCGA-EL-A3D5-01	0.000960640826622448	xcell	formal_relative_enrichment
Osteoblast	TCGA-EL-A3D5-01	0.0720060652367266	xcell	formal_relative_enrichment
Pericytes	TCGA-EL-A3D5-01	0.0487117083941607	xcell	formal_relative_enrichment
Plasma cells	TCGA-EL-A3D5-01	0.00615111834173585	xcell	formal_relative_enrichment
Platelets	TCGA-EL-A3D5-01	4.53025075529198e-18	xcell	formal_relative_enrichment
Preadipocytes	TCGA-EL-A3D5-01	0.0113708135349822	xcell	formal_relative_enrichment
Sebocytes	TCGA-EL-A3D5-01	9.72340010564414e-05	xcell	formal_relative_enrichment
Skeletal muscle	TCGA-EL-A3D5-01	0.000893327214720956	xcell	formal_relative_enrichment
Smooth muscle	TCGA-EL-A3D5-01	0.249980004254287	xcell	formal_relative_enrichment
Tgd cells	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
Th1 cells	TCGA-EL-A3D5-01	0.0701836119724133	xcell	formal_relative_enrichment
Th2 cells	TCGA-EL-A3D5-01	2.3953378810673e-18	xcell	formal_relative_enrichment
Tregs	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
aDC	TCGA-EL-A3D5-01	3.96319078683497e-18	xcell	formal_relative_enrichment
cDC	TCGA-EL-A3D5-01	0.00930154923804654	xcell	formal_relative_enrichment
iDC	TCGA-EL-A3D5-01	0.090627505181974	xcell	formal_relative_enrichment
ly Endothelial cells	TCGA-EL-A3D5-01	0.0922125368066956	xcell	formal_relative_enrichment
mv Endothelial cells	TCGA-EL-A3D5-01	0.122223003210678	xcell	formal_relative_enrichment
naive B-cells	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
pDC	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
pro B-cells	TCGA-EL-A3D5-01	0	xcell	formal_relative_enrichment
ImmuneScore	TCGA-EL-A3D5-01	0.0127073736499933	xcell	formal_relative_enrichment
StromaScore	TCGA-EL-A3D5-01	0.114970445005198	xcell	formal_relative_enrichment
MicroenvironmentScore	TCGA-EL-A3D5-01	0.127677818655191	xcell	formal_relative_enrichment
Adipocytes	TCGA-DJ-A3VA-01	1.02049623347103e-18	xcell	formal_relative_enrichment
Astrocytes	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
B-cells	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
Basophils	TCGA-DJ-A3VA-01	0.0729950245264798	xcell	formal_relative_enrichment
CD4+ T-cells	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
CD4+ Tcm	TCGA-DJ-A3VA-01	0.0232660633100261	xcell	formal_relative_enrichment
CD4+ Tem	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
CD4+ memory T-cells	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
CD4+ naive T-cells	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
CD8+ T-cells	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
CD8+ Tcm	TCGA-DJ-A3VA-01	2.60404822665999e-18	xcell	formal_relative_enrichment
CD8+ Tem	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
CD8+ naive T-cells	TCGA-DJ-A3VA-01	0.0017314878410676	xcell	formal_relative_enrichment
CLP	TCGA-DJ-A3VA-01	0.018208919464161	xcell	formal_relative_enrichment
CMP	TCGA-DJ-A3VA-01	1.02171574479897e-18	xcell	formal_relative_enrichment
Chondrocytes	TCGA-DJ-A3VA-01	0.0170149852661483	xcell	formal_relative_enrichment
Class-switched memory B-cells	TCGA-DJ-A3VA-01	0.00125042126021443	xcell	formal_relative_enrichment
DC	TCGA-DJ-A3VA-01	3.40672868878397e-20	xcell	formal_relative_enrichment
Endothelial cells	TCGA-DJ-A3VA-01	0.0635422805246886	xcell	formal_relative_enrichment
Eosinophils	TCGA-DJ-A3VA-01	0.0173461492131355	xcell	formal_relative_enrichment
Epithelial cells	TCGA-DJ-A3VA-01	0.175186866465658	xcell	formal_relative_enrichment
Erythrocytes	TCGA-DJ-A3VA-01	2.78354083802875e-19	xcell	formal_relative_enrichment
Fibroblasts	TCGA-DJ-A3VA-01	2.95006944743303e-18	xcell	formal_relative_enrichment
GMP	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
HSC	TCGA-DJ-A3VA-01	0.147081008281802	xcell	formal_relative_enrichment
Hepatocytes	TCGA-DJ-A3VA-01	0.00119136343999506	xcell	formal_relative_enrichment
Keratinocytes	TCGA-DJ-A3VA-01	0.0243714847622018	xcell	formal_relative_enrichment
MEP	TCGA-DJ-A3VA-01	0.00441190422978802	xcell	formal_relative_enrichment
MPP	TCGA-DJ-A3VA-01	1.04573065505713e-17	xcell	formal_relative_enrichment
MSC	TCGA-DJ-A3VA-01	1.01172085161551e-18	xcell	formal_relative_enrichment
Macrophages	TCGA-DJ-A3VA-01	0.00251548165501065	xcell	formal_relative_enrichment
Macrophages M1	TCGA-DJ-A3VA-01	0.00986282185527798	xcell	formal_relative_enrichment
Macrophages M2	TCGA-DJ-A3VA-01	0.00129862882588335	xcell	formal_relative_enrichment
Mast cells	TCGA-DJ-A3VA-01	0.0282039707469488	xcell	formal_relative_enrichment
Megakaryocytes	TCGA-DJ-A3VA-01	0.0104680759708634	xcell	formal_relative_enrichment
Melanocytes	TCGA-DJ-A3VA-01	0.00325166255846342	xcell	formal_relative_enrichment
Memory B-cells	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
Mesangial cells	TCGA-DJ-A3VA-01	0.01122327226172	xcell	formal_relative_enrichment
Monocytes	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
Myocytes	TCGA-DJ-A3VA-01	0.00767912154222056	xcell	formal_relative_enrichment
NK cells	TCGA-DJ-A3VA-01	1.99224592018565e-18	xcell	formal_relative_enrichment
NKT	TCGA-DJ-A3VA-01	3.14434601539162e-20	xcell	formal_relative_enrichment
Neurons	TCGA-DJ-A3VA-01	0.000972779750667507	xcell	formal_relative_enrichment
Neutrophils	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
Osteoblast	TCGA-DJ-A3VA-01	0.0408979116351064	xcell	formal_relative_enrichment
Pericytes	TCGA-DJ-A3VA-01	0.00675754589081488	xcell	formal_relative_enrichment
Plasma cells	TCGA-DJ-A3VA-01	0.00559016247903409	xcell	formal_relative_enrichment
Platelets	TCGA-DJ-A3VA-01	3.57850552788171e-18	xcell	formal_relative_enrichment
Preadipocytes	TCGA-DJ-A3VA-01	2.23120667639996e-18	xcell	formal_relative_enrichment
Sebocytes	TCGA-DJ-A3VA-01	4.47058928450629e-05	xcell	formal_relative_enrichment
Skeletal muscle	TCGA-DJ-A3VA-01	0	xcell	formal_relative_enrichment
Smooth muscle	TCGA-DJ-A3VA-01	0.29178121541587	xcell	formal_relative_enrichment
Tgd cells	TCGA-DJ-A3VA-01	1.15212978191261e-17	xcell	formal_relative_enrichment
Th1 cells	TCGA-DJ-A3VA-01	0.000774790520951146	xcell	formal_relative_enrichment
Th2 cells	TCGA-DJ-A3VA-01	0.0301988557188026	xcell	formal_relative_enrichment
Tregs	TCGA-DJ-A3VA-01	5.21227983919683e-19	xcell	formal_relative_enrichment
aDC	TCGA-DJ-A3VA-01	0.0670477710095053	xcell	formal_relative_enrichment
cDC	TCGA-DJ-A3VA-01	0.0414874699042485	xcell	formal_relative_enrichment
iDC	TCGA-DJ-A3VA-01	0.0175410022843877	xcell	formal_relative_enrichment
ly Endothelial cells	TCGA-DJ-A3VA-01	0.0433844741327167	xcell	formal_relative_enrichment
mv Endothelial cells	TCGA-DJ-A3VA-01	0.0422288312743444	xcell	formal_relative_enrichment
naive B-cells	TCGA-DJ-A3VA-01	5.14998926481857e-18	xcell	formal_relative_enrichment
pDC	TCGA-DJ-A3VA-01	8.56009636513752e-19	xcell	formal_relative_enrichment
pro B-cells	TCGA-DJ-A3VA-01	3.39531403618374e-18	xcell	formal_relative_enrichment
ImmuneScore	TCGA-DJ-A3VA-01	0.0320437344100633	xcell	formal_relative_enrichment
StromaScore	TCGA-DJ-A3VA-01	0.0317711402623443	xcell	formal_relative_enrichment
MicroenvironmentScore	TCGA-DJ-A3VA-01	0.0638148746724076	xcell	formal_relative_enrichment
